code_etab;nom_etab;telephone;e_mail;nom_proprio;nom_directeur;code_type_affiliation;type_affiliation;nif;foko_etab
511050037;ECOLE COMMUNAUTAIRE AMPASINA;034 02 276 59;;;;;;;5110506
511050044;ECOLE COMMUNAUTAIRE MAHASORONA;034 25 689 41;rabeminocharles@gmail.com;;;;;;5110518
511060002;EPP AMBODIHASINA;034 99 056 64;;;;;;;5110602
511060003;EPP AMBOHOMAHAVELONA;034 22 808 97;;;;;;;5110602
511060004;EPP ANTANGANA;034 78 294 90;;;;;;;5110602
511060005;ECOLE COMMUNAUTAIRE ANTSIRAPARY;034 02 038 59;;;;;;;5110602
511060006;EPP AMBINANIBAOKA;034 04 964 90;callistechermannrapitalahy@gmail.com;;;;;;5110602
511060007;EPP AMBODISATRANA I;034 21 925 28;;;;;;;5110601
511060008;EPP AMBODITODINGA;034 22 809 89;;;;;;;5110608
511060009;EPP ANDASIBE I;034 55 766 90;;;;;;;5110603
511060010;EPP ANDASIBE II;034 58 361 49;;;;;;;5110604
511060011;EPP ANTANAMBAO ANKORABE;034 33 665 50;;;;;;;5110605
511060012;EPP MANAKANA;034 04 505 48;;;;;;;5110606
511060013;EPP SAHIVO;034 24 782 19;;;;;;;5110607
511060014;EPP ANDRANONAKOHO;034 03 492 26;zanamarieflorent@gmail.com;;;;;;5111504
511060015;ECOLE COMMUNAUTAIRE AMAHAFINARITRA;034 72 414 21;;;;;;;5110602
511060016;ECOLE COMMUNAUTAIRE ANDRATAMARINA;034 10 429 10;;;;;;;5110604
511060017;ECOLE COMMUNAUTAIRE AMBOHOMANDRIANDRY;034 82 511 68;rasolodeclement@gmail.com;;;;;;5110602
511060018;ECOLE COMMUNAUTAIRE TSARABANJA;034 32 563 22;;;;;;;5110601
511060019;ECOLE COMMUNAUTAIRE ANTOKOALA;034 97 235 24;;;;;;;5110603
511070002;EPP AMBATOMILONA;033 82 827 21;;;;;;;5110702
511070003;EPP AMBODIMANGAFOTSY;034 72 065 30;;;;;;;5111610
511070004;EPP ANKOBALAVA;034 25 330 63;;;;;;;5110705
511070005;EPP MAROPAPANGO;034 20 832 02;;;;;;;5111610
511070006;EPP AMBATOFITARAFANA;033 48 520 19;;;;;;;5110701
511070007;EPP AMBATOKINTANA;034 99 721 98;;;;;;;5111601
511070008;EPP AMBODIHATAFANA;034 39 653 37;;;;;;;5111603
511070009;EPP AMBODIROTRO;034 95 755 96;marinasidonard@gmail.com;;;;;;5111604
511070010;EPP AMBODITANGENA;034 49 096 09;;;;;;;5110704
511070011;EPP ANALANAMPOTSY;034 82 511 38;;;;;;;5111605
511070012;EPP ANDASIBE;034 12 617 74;judicaeltsimarofy@gmail.com;;;;;;5110705
511070013;EPP ANDILAMBOANGY;034 85 281 85;;;;;;;5111606
511070014;EPP ANDITY;034 97 012 42;;;;;;;5111607
511070015;EPP ANIRIBE;034 16 269 65;;;;;;;5110708
511070016;EPP ANKORABE;034 87 459 66;;;;;;;5110709
511070017;EPP ANTANANDAVA;034 45 490 15;;;;;;;5110711
511070018;EPP ANTANANTSARA;034 83 718 07;;;;;;;5111609
511070019;EPP ANTETEZAMBE;034 14 632 18;;;;;;;5110713
511070020;EPP ANTSIRABE FONTSIARIVO;034 40 550 85;;;;;;;5111610
511070021;EPP MANANARA-VILLE;034 32 320 43;immpalygervais@gmail.com;;;;;;5110706
511070022;EPP SAHAVE;034 40 376 32;;;;;;;5110715
511070023;EPP SANDRAVAZAHA;034 66 127 58;;;;;;;5111611
511070024;EPP SOAVINARIVO;032 80 886 58;;;;;;;5111612
511070025;EPP TAMPOLO;034 47 163 50;;;;;;;5110719
511070026;EPP VODIVOHITRA;034 22 090 02;;;;;;;5111613
511070029;EPP ANDRORANGAVOLA;034 90 684 74;;;;;;;5110707
511070032;ECOLE COMMUNAUTAIRE ANTANANTSARA;034 13 869 69;;;;;;;5110718
511080001;EPP ANTANAMIRANTINA;034 06 927 65;;;;;;;5110803
511080002;EPP AMBODIVIA;034 65 229 09;lydoginot511@gmail.com;;;;;;5110801
511080003;EPP ANDRATAMARINA;034 32 598 71;;;;;;;5110802
511080004;EPP ANTANAMBAOMELOKA;034 41 663 53;;;;;;;5110807
511080005;EPP ANTANANANIVO;034 74 312 49;;;;;;;5110804
511080006;EPP ANTENINA;034 13 437 12;;;;;;;5110805
511080007;EPP INARA;034 88 273 87;;;;;;;5110806
511080008;EPP MANANDRIANA;034 66 268 70;;;;;;;5110804
511080009;EPP VOHIBE;034 99 721 22;;;;;;;5110807
511090002;EPP ANANTARABE;034 21 670 60;;;;;;;5110906
511090003;EPP AMBODIVOANDROZANA;034 69 026 48;nsylvie013@gmail.com;;;;;;5110901
511090004;EPP ANTSIRAKIVOLO;034 92 584 87;;;;;;;5110902
511090005;EPP HOALAMPANO;033 49 431 18;;;;;;;5110903
511090006;EPP IMORONA;033 75 152 96;;;;;;;5110904
511090007;EPP IVONTAKA;034 72 514 34;;;;;;;5110905
511090008;EPP SERANAMBE;034 82 782 28;;;;;;;5110906
511090009;EPP VOHITRALANANA;033 19 040 37;;;;;;;5110907
511100002;EPP AMBODIBONARA;034 08 459 38;;;;;;;5111002
511100003;EPP ANTSIRABE I;034 06 122 00;;;;;;;5111018
511100004;EPP LAMPENIHELY;034 87 251 94;;;;;;;5111002
511100005;EPP ANTANANDAVA;034 98 564 48;;;;;;;5111008
511100006;EPP AMBODIMANDRESY;034 08 490 37;;;;;;;5111003
511100007;EPP ANDAMPIHELY;034 40 220 93;;;;;;;5111004
511100008;EPP ANDILAMBE;034 25 951 39;;;;;;;5111005
511100009;EPP ANOROMBY;034 62 669 43;;;;;;;5111006
511100010;EPP BANDA;034 31 182 66;;;;;;;5111009
511100011;EPP BELONDO;034 02 844 84;;;;;;;5111010
511100012;EPP FAHAMBAHY;034 36 115 91;;;;;;;5111011
511100013;EPP FOLAHANTEZA;034 53 266 68;;;;;;;5111012
511100014;EPP FONTSIMARO;034 15 580 06;;;;;;;5111013
511100015;EPP LAMPENY;034 37 366 63;;;;;;;5111014
511100016;EPP MAHASOA;034 32 279 49;;;;;;;5111015
511100017;EPP MANAMBOLOSY;034 39 026 79;;;;;;;5111016
511100018;EPP SAHANA;034 04 875 94;;;;;;;5111017
511100019;EPP TANAMBAO II;034 85 690 29;;;;;;;5111007
511100020;EPP TANJONA;034 09 804 35;;;;;;;5111018
511100021;EPP AMBODIVOHITRA;033 64 947 88;;;;;;;5111013
511100022;EPP AMBODIATAFANA II;034 89 453 45;;;;;;;5111001
511100024;ECOLE COMMUNAUTAIRE ANTSIRABE II;034 14 967 16;;;;;;;5111014
511100025;EPP AMBODIRAFIA;034 73 252 45;;;;;;;5111009
511100026;ECOLE COMMUNAUTAIRE ANJIAMAMY;034 80 097 19;;;;;;;5111009
511100027;ECOLE COMMUNAUTAIRE BANDALAVA;034 83 416 98;;;;;;;5111008
511100029;ECOLE COMMUNAUTAIRE ANTETEZAMPANJANA;034 59 005 83;;;;;;;5111007
511110002;EPP AMBALAFONTSY;034 96 943 46;;;;;;;5111501
511110003;ECOLE COMMUNAUTAIRE ANDAPABE;034 47 679 44;ravelonirinajeancharlin@gmail.com;;;;;;5111502
511110005;ECOLE COMMUNAUTAIRE ANTANANDAVA;034 72 480 23;;;;;;;5111501
511110006;EPP HARANANINA;034 50 606 35;;;;;;;5111108
511110007;ECOLE COMMUNAUTAIRE SAHAVALANINA II;034 13 533 79;;;;;;;5111505
511110008;EPP SAHAVOLO;034 01 863 21;prisca072@gmail.com;;;;;;5111504
511110009;ECOLE COMMUNAUTAIRE ANTSIRABE/ANDRANOMENA;034 20 545 98;mahisatralaikisandre@gmail.com;;;;;;5111501
511110010;EPP AMBODIHAZOVOLA;034 77 137 43;;;;;;;5111505
511110011;EPP AMBODIMANGA II;034 06 936 95;;;;;;;5111102
511110012;EPP AMBOHITRAIVO;032 69 080 33;;;;;;;5111502
511110013;EPP ANALANTSIAKA;034 73 600 42;;;;;;;5111105
511110014;EPP ANJIABE;034 61 477 72;;;;;;;5111103
511110015;EPP ANJIAN'I MADIORANO;034 53 206 69;;;;;;;5111107
511110016;EPP ANKOBA II;034 29 294 62;;;;;;;5111104
511110017;EPP BETENAFONTSY;034 58 892 87;;;;;;;5111108
511110018;EPP FANORAHANA;034 41 268 36;;;;;;;5111106
511110019;EPP MAHANORO;034 10 250 75;;;;;;;5111501
511110020;EPP MANGABE;034 15 202 55;;;;;;;5111503
511110021;EPP MAROVOARA;034 50 923 70;;;;;;;5111108
511110022;EPP SAHAVALANINA;034 46 270 62;;;;;;;5111109
511110023;EPP SAHAVIA;034 87 560 77;;;;;;;5111110
511110024;EPP TSARATANANA;034 66 436 72;;;;;;;5111111
511110025;EPP VANONO;034 31 823 98;;;;;;;5111112
511110026;ECOLE COMMUNAUTAIRE SAHALAVA I;034 16 832 24;;;;;;;5111501
511110027;ECOLE COMMUNAUTAIRE AMBOHOSOA;034 83 933 31;razafindratsaraarita@gmail.com;;;;;;5111501
511110028;EPP ANTANETILAVA;034 34 145 83;;;;;;;5111102
511110029;ECOLE COMMUNAUTAIRE VOHITRALANANA;034 56 154 46;ndremilazaf@gmail.com;;;;;;5111502
511110030;EPP AMBIAHELY;034 95 583 54;;;;;;;5111107
511110031;EPP SAHASOA;034 37 379 71;;;;;;;5111105
511120002;EPP ANKAKAZOTSARARAVINA;034 92 367 30;;;;;;;5111208
511120003;EPP MAROBOKY;034 53 427 48;felixien1988@gmail.com;;;;;;5111201
511120004;EPP AMBAHINKARABO;034 31 065 89;;;;;;;5111201
511120005;EPP AMBALAHASINA;034 17 373 94;victoriendidi@gmail.com;;;;;;5111202
511120006;EPP AMBODIFISOKINA;032 72 407 21;;;;;;;5111217
511120007;EPP AMBODIHATAFANA;;;;;;;;5111203
511120008;EPP AMBODIHINTSINA;034 48 750 64;;;;;;;5111204
511120009;EPP AMBODIMANGA TOLONGOINA;034 75 556 56;;;;;;;5111205
511120010;EPP ANDAPARATIBE;;;;;;;;5111208
511120011;EPP ANDAPARATIHELY;034 98 529 56;;;;;;;5111209
511120012;EPP ANDRAVOLASOA;034 17 504 12;;;;;;;5111210
511120013;EPP ANTARAMAHAVELONA;034 75 262 31;;;;;;;5111211
511120014;EPP ANTARAMBARAHINA;034 12 746 13;;;;;;;5111212
511120015;EPP FASINA;034 31 490 94;;;;;;;5111214
511120016;EPP MAHAMAMO;;;;;;;;5111215
511120017;EPP SANDRAKATSY;034 86 173 98;eppsandrkatsy@gmail.com;;;;;;5111216
511120018;EPP VARARY;;;;;;;;5111217
511120019;EPP VATOLAVA;034 28 883 79;;;;;;;5111218
511120020;EPP AMBOHITSARA;034 12 194 80;;;;;;;5111207
511120022;ECOLE COMMUNAUTAIRE AMBODIBARIKA;034 12 442 67;;;;;;;5111204
511120023;EPP SANANDIANA;032 99 570 93;;;;;;;5111208
511120024;EPP AMBODITSIFO;034 13 685 66;;;;;;;5111208
511120026;ECOLE COMMUNAUTAIRE ANTANAMBAO MAHATSINJO;034 55 319 02;;;;;;;5111201
511120027;ECOLE COMMUNAUTAIRE AMBATOHARANANA TOLONGOINA;034 50 124 64;soanjaragene@gmail.com;;;;;;5111205
511130002;ECOLE COMMUNAUTAIRE AMBODIVERO;034 68 503 79;;;;;;;5111302
511130003;EPP ANDRATAMBE;034 98 798 84;;;;;;;5111302
511130004;EPP MANARIRANO;034 27 842 64;;;;;;;5111305
511130005;EPP AMBAHIRAY;034 03 252 80;;;;;;;5111310
511130006;EPP AMBALAFEFY;034 50 437 46;;;;;;;5111301
511130007;EPP AMBAMAHO;034 66 458 82;;;;;;;5111302
511130008;EPP AMBINANIROA;034 21 820 12;;;;;;;5111312
511130009;EPP AMBODIROTRO;034 90 976 69;;;;;;;5111303
511130010;EPP AMPISOKINA;034 15 778 77;;;;;;;5111305
511130011;EPP ANALANAMBOLA;034 86 071 66;;;;;;;5111306
511130012;EPP ANJIAMARINA;034 98 178 87;;;;;;;5111306
511130013;EPP ANTANAMBAO II;034 51 363 82;;;;;;;5111307
511130014;EPP ANTANAMBEHELY;034 48 832 61;;;;;;;5111308
511130015;EPP ANTENINKELY;034 88 975 01;;;;;;;5111309
511130016;EPP FAHITROSY;034 32 597 09;;;;;;;5111310
511130017;EPP SAHAFARAY;034 86 319 15;;;;;;;5111311
511130018;EPP TANIBE;034 30 131 15;;;;;;;5111312
511130019;EPP AMBODIVOANDROZANA;034 16 727 75;;;;;;;5111304
511130020;ECOLE COMMUNAUTAIRE SAHORAMBE;034 99 756 77;;;;;;;5111311
511130021;EPP ANTSIRADAVA;034 15 483 69;;;;;;;5111312
511130023;ECOLE COMMUNAUTAIRE TSARABANJA;034 68 836 83;;;;;;;5111310
511130024;ECOLE COMMUNAUTAIRE ANDRANOMARINA;034 45 963 32;;;;;;;5111309
511130025;ECOLE COMMUNAUTAIRE LALANGY;034 74 274 32;;;;;;;5111310
511130026;ECOLE COMMUNAUTAIRE ANTANAMBAO;034 90 138 68;;;;;;;5111302
511140002;EPP AMBALAVOLA;034 92 991 95;;;;;;;5111407
511140003;EPP AMBODIROTRO;034 78 430 47;;;;;;;5111401
511140004;ECOLE COMMUNAUTAIRE AMBOHIMAHASOA;034 18 567 42;;;;;;;5111404
511140005;EPP MAROVATANA;034 43 979 21;;;;;;;5111410
511140006;EPP ANJINJAMIHOATRA;034 58 177 34;;;;;;;5111403
511140007;EPP ANKOETRIKA;034 10 893 03;;;;;;;5111404
511140008;EPP ANTANANTSARA;034 50 092 59;;;;;;;5111405
511140009;EPP ANTSIRA;034 16 612 76;;;;;;;5111406
511140010;EPP ANTSIRABATO;034 69 184 84;;;;;;;5111407
511140011;EPP FITANA;034 87 699 30;;;;;;;5111408
511140012;EPP MAHATSINJO;034 40 899 77;;;;;;;5111409
511140013;EPP SAHASOA I;034 66 243 01;;;;;;;5111412
511140014;EPP SAHASOA II;034 31 405 89;;;;;;;5111411
511140015;EPP SAHAZONO;034 55 241 55;;;;;;;5111412
511140016;EPP SAROMAONA;034 22 690 10;;;;;;;5111413
511140017;EPP VAKOANINA;034 16 097 59;;;;;;;5111414
511140018;ECOLE COMMUNAUTAIRE AMBOHIMITSINJO;034 50 757 08;;;;;;;5111404
511140019;ECOLE COMMUNAUTAIRE SERANAMBE;034 42 602 35;;;;;;;5111408
511140020;EPP AMBAHANKARABO;;;;;;;;5111409
511140021;ECOLE COMMUNAUTAIRE TSARATANANA;034 75 923 60;;;;;;;5111412
511140022;ECOLE COMMUNAUTAIRE ANKARIMBELONA;034 18 369 55;;;;;;;5111405
511140023;ECOLE COMMUNAUTAIRE RIAMENA;034 15 878 40;;;;;;;5111409
511140024;ECOLE COMMUNAUTAIRE AMBODITODINGA;034 45 962 57;;;;;;;5111404
511140026;ECOLE COMMUNAUTAIRE ANDRANOMANDEVY;034 29 649 37;;;;;;;5111404
511150004;ECOLE COMMUNAUTAIRE ANTANETIFOTSY;034 76 994 15;;;;;;;5111503
511150005;ECOLE COMMUNAUTAIRE AMBALAVAO;034 85 356 14;;;;;;;5111502
511150006;ECOLE COMMUNAUTAIRE TENINA;034 05 460 02;;;;;;;5111502
511160003;ECOLE COMMUNAUTAIRE ANTSINJORIAKA;034 12 806 16;;;;;;;5111610
511010001;CEG AMBATOHARANANA;034 65 633 13;eleonoreclarck@gmail.com;;;;;;5110102
511020001;CEG AMBODIAMPANA;034 30 138 21;;;;;;;5110201
511020017;CEG AMBODIMANGA I;034 46 838 17;;;;;;;5110203
511030001;CEG AMBODIVOANIO;034 48 983 42;;;;;;;5110305
511030021;CEG BEFOZA;034 43 124 14;randrianasolojacquelin@gmail.com;;;;;;5110310
511040001;CEG ANTANAMBAOBE;034 90 962 48;;;;;;;5110404
511040015;CEG AMBODISATRANA I;034 50 270 64;;;;;;;5110402
511050001;CEG ANTANAMBE;033 41 921 15;;;;;;;5110510
511050028;CEG ANOVE NORD;034 01 631 05;;;;;;;5110508
511050034;CEG MANAMBATO;034 62 244 80;;;;;;;5110513
511050038;CEG SAHASOA;034 28 539 49;;;;;;;5110518
511060001;CEG ANDASIBE;034 45 274 44;;;;;;;5110603
511070001;CEG MANANARA VILLE;034 10 650 59;;;;;;;5110706
511070031;CEG ANTSIRABE;034 43 218 43;;;;;;;5111610
511071024;CEG AMBATOFITARAFANA;034 57 981 15;;;;;;;5110701
511080010;CEG ANTANANANIVO;034 13 890 35;;;;;;;5110804
511090001;CEG IMORONA;033 14 736 66;;;;;;;5110904
511100001;CEG MANAMBOLOSY;034 48 478 54;;;;;;;5111016
511100023;CEG LAMPENY;034 46 388 45;;;;;;;5111014
511100028;CEG ANOROMBY;034 93 843 24;;;;;;;5111006
511110001;CEG VANONO;034 66 507 97;;;;;;;5111112
511110032;CEG COMMUNAUTAIRE AMBODIMANGA II;034 47 003 84;;;;;;;5111102
511120001;CEG SANDRAKATSY;032 46 850 54;jaosolomodeste@gmail.com;;;;;;5111216
511120025;CEG ANDAPARATIBE;034 97 563 69;;;;;;;5111208
511120029;CEG COMMUNAUTAIRE AMBAHINKARABO;034 28 216 73;narivelofelicien@gmail.com;;;;;;5111201
511130001;CEG TANIBE;034 92 508 59;;;;;;;5111312
511130022;CEG FAHITROSY;034 27 216 97;;;;;;;5111310
511130028;CEG COMMUNAUTAIRE ANALANAMBOLA;034 79 782 76;;;;;;;5111306
511140001;CEG SAROMAONA;034 27 943 02;;;;;;;5111413
511140028;CEG COMMUNAUTAIRE ANKOETRIKA;034 59 582 03;;;;;;;5111404
511150003;CEG MAHANORO;034 92 461 52;;;;;;;5111502
511160002;CEG AMBALAMPIKIRA;034 31 158 91;;;;;;;5111611
511050026;LYCEE ANTANAMBE;034 74 876 94;lyceepubantanamnbe@gmail.com;;;;;;5110510
511070027;LYCEE MANANARA VILLE;034 33 387 97;lyceemananaranord34@gmail.com;;;;;;5110706
511101601;LYCEE MANARAPENITRA MANAMBOLOSY;034 51 181 89;lyceemanarapenitramanambolosy@gmail.com;;;;;;5111016
511120021;LYCEE SANDRAKATSY;032 76 582 14;lycesandrakatsy2017@gmail.com;;;;;;5111216
515011001;ECOLE PRIVEE LA COLOMBE DU NORD;034 63 576 59;;RABENJA Charles;RATSIMBAZAFYOlimalala Vanessa Gilda;11;NON AFFILIÉ;;5150301
515011003;ECOLE CATHOLIQUE PIERRE DALMOND;034 92 301 41;;DIDEC;SIMONE Philberthine;1;DINEC;;5150401
515011004;LYCEE CATHOLIQUE SAINT JOSEPH;034 47 131 49;razanamalalaclairette@yahoo.fr;CONGREGATION DES SŒURS FILLES DE MARIE DE SAINT DENIS;Sœur Marie Clairette RAZANAMALALA;1;DINEC;3000352378;5150105
515011005;ECOLE PRIVEE LA FREGATE;034 04 693 14;;TOBE Laure Marie Eugiptienne;TOBE Laure Marie Eugyptienne;11;NON AFFILIÉ;;5150404
515011007;COLLEGE PRIVE EXCELLENCE PRIVATE SCHOOL;034 15 710 04;ecoleexcellence24@gmail.com;BOTOUHELY Sergino Henrica;BOTOUHELY Sergifno Henrica;8;DN/ELM;;5150102
515011009;CRECHE AMBODIFOTATRA;034 21 220 40;;CROIX  ROUGE MALAGASY (CRM);BOUACK Jean Martin;11;NON AFFILIÉ;;5150102
515011014;ECOLE PRIVEE LA PEPINIERE;034 71 116 90;;JEAN Pierrette;JEAN Pierrette;11;NON AFFILIÉ;;5150402
515011015;ECOLE PRIVEE JACQUES SYLLA;034 07 292 52;ecolefjacquessylla@gmail.com;;RAFARAMALALA Améline Victoire;11;NON AFFILIÉ;3002082458;5150102
515011016;ECOLE PRIVEE LA PROMESSE;034 68 013 77;;RANDRIANASOLO Jean Rodlish;BOTHRA Eriano;11;NON AFFILIÉ;;5150101
515011017;COLLEGE PRIVE DU ROCHER;034 07 032 44;nirin.elec@yahoo.fr;LES PAPILLONS DU CIEL;RAVELONAINA MANALINIRINA JEAN PAUL;7;DN/EPM;20022216201;5150401
515011018;COLLEGE PRIVE DARUL AYTAM;034 84 209 01;;RASOLOHERY Edouard Sylvère;RATSIMBARISOA Honorine;11;NON AFFILIÉ;;5150101
515011020;ECOLE PRIVEE ZAZAKELY;034 60 325 03;mimizazakely@gmail.com;MARTRES MICHELLE;MAMITSARA Elina;11;NON AFFILIÉ;;5150202
515011021;ECOLE PRIVEE LEGION DE MARIE;034 89 815 29;;LAHADI SANDRA;LAHADI SANDRA;11;NON AFFILIÉ;;5150404
515011023;ECOLE PRIVEE NOUVELLE OPTIQUE;034 68 046 79;;RASOLOHERY Edouard Sylvère;FOUTHRA Silio Rodi;11;NON AFFILIÉ;;5150101
515010004;EPP AGNAFIAFY;034 47 607 56;;;;;;;5150201
515010005;EPP AGNALARADZY;034 01 060 31;;;;;;;5150101
515010006;EPP AGNIRIBE;034 45 068 74;;;;;;;5150401
515010007;EPP AMBATOURAO;034 79 563 20;;;;;;;5150301
515010008;EPP AMBODIATAFANA;034 41 093 10;;;;;;;5150302
515010009;EPP AMBODIFORAHA;034 28 434 60;;;;;;;5150402
515010010;EPP AMBODIFOTATRA;034 60 418 24;;;;;;;5150102
515010011;EPP AMBOHITRA;034 38 258 33;;;;;;;5150103
515010012;EPP ANIVORANO;034 14 345 91;;;;;;;5150202
515010013;EPP ANKOBAHOBA;034 45 976 51;;;;;;;5150104
515010014;EPP IFOTATRA;034 09 538 22;;;;;;;5150303
515010015;EPP LOUKINTSY;034 09 266 17;;;;;;;5150203
515010016;EPP MAHAVELOU;032 43 231 42;;;;;;;5150403
515010017;EPP MAROMANDIA-TAFONDRO;034 04 582 11;doriceguerrastm@gmail.com;;;;;;5150204
515010018;EPP SAHASIFOTRA;034 33 011 20;;;;;;;5150205
515010019;EPP SAINT-JOSEPH;034 13 938 95;;;;;;;5150105
515010020;EPP VOHILAVA;034 58 846 58;;;;;;;5150404
515010026;EPP FAHOMBIAZANA ILAMPY;034 58 085 46;;;;;;;5150102
515010027;EPP AMBOHIDENA;034 21 231 65;;;;;;;5150205
515010028;EPP ANKIRIHIRY;;;;;;;;5150203
515010001;CEG AMBODIFOTATRA;034 70 378 58;jaonary61@gmail.com;;;;;;5150102
515010002;CEG LOUKINTSY;034 79 276 22;;;;;;;5150203
515010003;CEG VOHILAVA;034 50 468 89;dabougabriel@gmail.com;;;;;;5150404
515010022;CEG AMBATOURAO;034 13 803 97;jeandorisbouack@yahoo.com;;;;;;5150301
515010029;CEG AGNAFIAFY;034 71 117 89;;;;;;;5150201
515010021;LYCEE SAINTE MARIE;034 08 199 39;marielucilestemarie@gmail.com;;;;;;5150102
516021001;ECOLE PRIVEE FJKM AKON'NY FAHASOAVANA;034 11 663 85;;FJKM VATOMORA;OTONEL ERNEST VICTOR;2;DN/FJKM;;5160218
516031001;ECOLE PRIVEE ZOTO AMBODIRIANA;034 63 885 93;;FIROSSEL LAISOA;THOMIS;11;NON AFFILIÉ;;5160304
516041001;COLLEGE FJKM AMBAVAHADY;034 51 124 33;;FJKM;VOLAFIDY HERNANDE JUSTINIA;2;DN/FJKM;;5160407
516041002;COLLEGE PRIVE ZOTO FJKM;034 60 343 99;;FJKM;LEMARE VICTOR ELIAS;2;DN/FJKM;;5160416
516041003;ECOLE PRIVEE CATHOLIQUE SAINT DON BOSCO;034 98 875 67;;DINEC;METHODE;2;DN/FJKM;;5160401
516041004;ECOLE CATHOLIQUE SACRE-COEUR;034 80 687 70;;ECAR;RAZAFINDRAKOTO LALANIRINA JULIA VERONIQUE;1;DINEC;;5160412
516041005;ECOLE PRIVEE FJKM AVOTRA AMBODINANTO;034 49 466 15;;FJKM;RAVOAJANAHARY JOSEPH RAJAONAH;2;DN/FJKM;;5160405
516041006;ECOLE PRIVEE BIENVENUE;034 66 286 68;;RAHERIMANA BIENVENU;RAHERIMANA BIENVENU;11;NON AFFILIÉ;;5160409
516041201;COLLEGE PRIVE LE SOLEIL DE L'EST;034 09 510 73;stanislasrahaza@gmail.com;RASAMY;RAHAZANAIVO STANISLAS;11;NON AFFILIÉ;;5160412
516051001;COLLEGE PRIVE LE CHOIX;033 82 218 05;;RAZAFINDRASOLO ROSULIEN;RAZAFINDRASOLO ROSULIEN;11;NON AFFILIÉ;;5160506
516051003;ECOLE PRIVEE ALPHA;034 85 752 24;;RASOA DELPHINE ESPERET;TSIALEFITRA JACKSON ANTONIO;11;NON AFFILIÉ;;5160509
516070101;ECOLE PRIVEE GRACIA;034 49 466 15;;RAVOAJANAHARY JOSEPH RAJAONAH;RAVOAJANAHARY JOSEPH RAJAONAH;11;NON AFFILIÉ;;5160701
516070601;COLLEGE PRIVE LA GRACE DIVINE;034 69 631 44;;RANDRIAMBOLA MAHENINTSOA HERY HASINA;RANDRIAMBOLA MAHENINTSOA HERY HASINA;11;NON AFFILIÉ;;5160706
516071003;ECOLE CATHOLIQUE SAINT JACQUES BERTHIEU;034 98 145 76;;ECAR;RARAZANA ADOLPHE;1;DINEC;;5160706
516081001;ECOLE PRIVEE SAINT JOSEPH;034 59 032 24;;EGLISE CATHOLIQUE APOSTOLIQUE ROMANE;HERMANANIRINA JOELSON RODIN ALBERT;1;DINEC;;5160805
516081002;ECOLE PRIVEE TSARAMASOANDRO;034 58 817 98;rharisoat@gmail.com;RAKOTONDRATSARA Harisoa Tsiamboana;RAKOTONDRATSARA Harisoa Tsiaboana;11;NON AFFILIÉ;;5160805
516081003;LYCEE PRIVE VICTOR HUGO;034 45 259 15;;RAKOTOSON Oberge Mitael;RAKOTOSON Oberge Mitael;11;NON AFFILIÉ;;5160805
516081004;LA PROVIDENCE;034 26 995 69;;RANAIVO RAOUL VERONINA;RANAIVO RAOUL FLOBERT;11;NON AFFILIÉ;;5160805
516091001;ECOLE PRIVEE PREPARATIONS OF SHINES FUTURE SCHOOL (PSF SCHOOL);034 04 003 41;;TOKY NANTENAINA ;RAHARISOA NIRY ARMANDO;11;NON AFFILIÉ;;5160910
516091002;ECOLE PRIVEE MIXTE TSIMANAVAKA;034 50 052 33;;FRANCINE PAQUERETTE ;FALISON SAMSON NICOLAS ;8;DN/ELM;;5160909
516091003;LYCEE CATHOLIQUE SAINT ANTOINE DE PADOUE;;;Eglise Katolika Roman (EKAR);Sœur SOAVELO Léonie;1;DINEC;;5160905
516091004;COLLEGE PRIVE FJKM SHALOM;034 08 587 84;;FJKM;RALINORO FARALALAINA MAMISOA;2;DN/FJKM;;5160901
516091007;LYCEE PRIVE ESPOIR;033 06 389 06;;RAZAFIARIVELONA NIRINANANDRASANA LUDOVIC DANIEL;RAZAFIARIVELONA NIRINANANDRASANA LUDOVIC DANIEL;11;NON AFFILIÉ;6003957930;5160905
516091009;LYCEE PRIVE KANTY;034 89 504 53;Kantymahambo@yahoo.fr;LAPASOA TOKY RAWARASOA RAHARIMANANA;RAZAFINDRABE VIVIEN JOSE;2;DN/FJKM;81756711;5160905
516091012;LYCEE PRIVE INSTITUT MODERNE SOANIERANA IVONGO;034 69 820 45;belazabosco@gmail.com;BELAZA BOSCOT;RAZAKANDRIANA BIEN AIME;11;NON AFFILIÉ;;5160909
516091013;LYCEE PRIVE FAP SCHOOL;034 22 629 77;;PIERRE BENEDICTINE ;INDRANO FRANCOIS DE PAUL;11;NON AFFILIÉ;;5160909
516091014;ECOLE PRIVEE LA LUMIERE;034 45 297 52;;ROMILINA Alexis Joslandine;MAZAVAJERY Zacharie;11;NON AFFILIÉ;18728;5160905
516091017;ECOLE PRIVEE NIRA;034 36 557 36;;NIRISOA FIDELINE DE CHANTALE NICOLE;DIBOSOA JENITA;11;NON AFFILIÉ;;5160910
516091018;LYCEE PRIVE REFERENCE;034 64 261 89;;TORA MICHEL;RAVONINDRAOZY SABRINA;11;NON AFFILIÉ;;5160905
516020002;EPP AMBENDRANA;;;;;;;;5160206
516020003;ECOLE COMMUNAUTAIRE AMBODIFIZIKA;034 04 124 48;;;;;;;5160207
